label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.7694826722145081,0.6360434293746948,3.008228475209762e-07,0.7014219760894775,0.5869756937026978,-0.024988917633891106,0.6459306478500366,0.4955185651779175,-0.035277388989925385,0.6162312030792236,0.42011570930480957,-0.04489811137318611,0.5871270298957825,0.3574836254119873,-0.05266449227929115,0.6888746023178101,0.35302838683128357,-0.004045169800519943,0.6771497130393982,0.25959405303001404,-0.022275513038039207,0.6704154014587402,0.20346981287002563,-0.041909344494342804,0.6625846028327942,0.1515626460313797,-0.057858724147081375,0.7374392747879028,0.33968988060951233,-0.009123037569224834,0.7345166206359863,0.2307896763086319,-0.023746242746710777,0.7309988141059875,0.15891797840595245,-0.04159117117524147,0.722051739692688,0.0985410213470459,-0.05609011650085449,0.7829368710517883,0.3531353175640106,-0.019789526239037514,0.7875540852546692,0.2617228329181671,-0.03766246140003204,0.7815817594528198,0.2087482213973999,-0.05231385678052902,0.7662457823753357,0.16474787890911102,-0.06326774507761002,0.828597903251648,0.38728171586990356,-0.0336172915995121,0.847844123840332,0.31777071952819824,-0.05031153932213783,0.848055362701416,0.2772347331047058,-0.05876423791050911,0.8365637063980103,0.24241900444030762,-0.06503736972808838
A,0.7605271935462952,0.6447049379348755,3.392271992197493e-07,0.6926135420799255,0.58445143699646,-0.02174127846956253,0.6378450393676758,0.4913175106048584,-0.030502058565616608,0.6083581447601318,0.41498351097106934,-0.03912470489740372,0.5782936215400696,0.3551119565963745,-0.046343374997377396,0.6823515295982361,0.35277631878852844,0.0006101399194449186,0.6702708601951599,0.26038092374801636,-0.016646675765514374,0.6624411344528198,0.20614983141422272,-0.035478997975587845,0.6549066305160522,0.1536884605884552,-0.05101049691438675,0.7306333184242249,0.34024927020072937,-0.005201200023293495,0.7289910912513733,0.23114903271198273,-0.018425844609737396,0.7245414853096008,0.1620088517665863,-0.034831054508686066,0.7151036262512207,0.1021108329296112,-0.04891989380121231,0.7748403549194336,0.3550674617290497,-0.016657589003443718,0.7827416658401489,0.25903618335723877,-0.03365679085254669,0.7763890027999878,0.20433515310287476,-0.04837319254875183,0.7605969309806824,0.1609920859336853,-0.05978544428944588,0.8183075785636902,0.390968918800354,-0.030929619446396828,0.8398820757865906,0.31806156039237976,-0.0471859835088253,0.8402541875839233,0.27387672662734985,-0.05656687542796135,0.8280986547470093,0.23727276921272278,-0.06389597803354263
A,0.7506588697433472,0.6486092805862427,3.319190113870718e-07,0.6821533441543579,0.5877167582511902,-0.021221570670604706,0.6256934404373169,0.49403655529022217,-0.029434772208333015,0.594403088092804,0.4179077446460724,-0.03753511607646942,0.562766969203949,0.3611586093902588,-0.04442854970693588,0.6719263792037964,0.3557630181312561,0.001927102217450738,0.6566111445426941,0.2646428644657135,-0.014509424567222595,0.6480315923690796,0.21083594858646393,-0.03297799453139305,0.6406118273735046,0.15906521677970886,-0.04826021566987038,0.7202014923095703,0.3410455584526062,-0.003970483783632517,0.7181360125541687,0.2313709259033203,-0.01569659262895584,0.7130682468414307,0.1632755994796753,-0.031233984977006912,0.7031027674674988,0.10477569699287415,-0.04484124481678009,0.7641175389289856,0.35390910506248474,-0.015512430109083652,0.7719336152076721,0.25726932287216187,-0.030558155849575996,0.7650607228279114,0.20191191136837006,-0.04444094002246857,0.7492172122001648,0.15769699215888977,-0.05570515617728233,0.8065295815467834,0.38847699761390686,-0.029962575063109398,0.8283011317253113,0.3164326846599579,-0.044175028800964355,0.8296539187431335,0.27064743638038635,-0.0527084544301033,0.8191826939582825,0.23168648779392242,-0.05981026589870453
A,0.7383020520210266,0.6520928144454956,3.606378697895707e-07,0.6690306663513184,0.590772271156311,-0.022367695346474648,0.6122643351554871,0.5018329620361328,-0.032857101410627365,0.578244686126709,0.42799606919288635,-0.04316844418644905,0.5458927154541016,0.3707457482814789,-0.05222627893090248,0.6571784019470215,0.3650420010089874,-0.0014721358893439174,0.6409952640533447,0.2732279598712921,-0.020847458392381668,0.6321229338645935,0.2184547781944275,-0.04099807143211365,0.6245890259742737,0.16604675352573395,-0.05681612342596054,0.7054368853569031,0.3479273021221161,-0.0076490663923323154,0.7017791271209717,0.23696626722812653,-0.021309450268745422,0.6966579556465149,0.16661834716796875,-0.037575721740722656,0.6881393194198608,0.10444751381874084,-0.05121631547808647,0.7497178316116333,0.3587455451488495,-0.01944856531918049,0.7561717629432678,0.2611379623413086,-0.03527918457984924,0.7510309815406799,0.1996622383594513,-0.0486798994243145,0.7382563948631287,0.1465190052986145,-0.059613071382045746,0.7930155396461487,0.3923824727535248,-0.034256212413311005,0.8156785368919373,0.3220236897468567,-0.048155345022678375,0.8181741237640381,0.27451011538505554,-0.05522299185395241,0.8097103834152222,0.23220476508140564,-0.06119398772716522
A,0.7222608923912048,0.6563800573348999,3.335356382194732e-07,0.6513807773590088,0.5983276963233948,-0.020496059209108353,0.592543363571167,0.5083031058311462,-0.02975388802587986,0.557937741279602,0.43213146924972534,-0.03898188844323158,0.5232042074203491,0.37831103801727295,-0.04713745042681694,0.6398168206214905,0.36925008893013,0.00030786264687776566,0.6203078627586365,0.27441465854644775,-0.01668655127286911,0.6104492545127869,0.21867451071739197,-0.03554140031337738,0.6029762029647827,0.16691842675209045,-0.05062628537416458,0.6874445080757141,0.35041409730911255,-0.006351925432682037,0.682597279548645,0.23876447975635529,-0.01717136800289154,0.6773428320884705,0.1688348352909088,-0.03232022002339363,0.6698257923126221,0.1071513295173645,-0.04552493244409561,0.7315611243247986,0.35918521881103516,-0.01830925978720188,0.7377516627311707,0.2582780122756958,-0.030415907502174377,0.7344326972961426,0.19506500661373138,-0.042122822254896164,0.7243960499763489,0.13972681760787964,-0.05283130705356598,0.7746214866638184,0.39067891240119934,-0.03331126645207405,0.7962438464164734,0.31937021017074585,-0.04391437768936157,0.8000414967536926,0.27041977643966675,-0.0490451417863369,0.7948507070541382,0.22657176852226257,-0.05412799119949341
A,0.7053085565567017,0.6554169058799744,3.768927570035885e-07,0.63276207447052,0.6031019687652588,-0.021042397245764732,0.5702731013298035,0.5124491453170776,-0.0300268717110157,0.5335570573806763,0.43751055002212524,-0.03894873335957527,0.4992794096469879,0.38421472907066345,-0.04729147627949715,0.6203166842460632,0.37367236614227295,-0.002920818980783224,0.6039523482322693,0.27841031551361084,-0.021438682451844215,0.5956171751022339,0.2194734662771225,-0.04128101468086243,0.5892236828804016,0.16426335275173187,-0.057367123663425446,0.6685691475868225,0.35391339659690857,-0.01048832107335329,0.6646666526794434,0.2394564151763916,-0.023186689242720604,0.6605430245399475,0.16569873690605164,-0.03961455076932907,0.6543640494346619,0.10050392150878906,-0.05387141928076744,0.713929295539856,0.3623744249343872,-0.023272832855582237,0.7182736992835999,0.2582343816757202,-0.03766463324427605,0.7149030566215515,0.19136524200439453,-0.050679661333560944,0.7060060501098633,0.13260865211486816,-0.06234949827194214,0.7584223747253418,0.3937475085258484,-0.03902677446603775,0.7781872749328613,0.320604145526886,-0.05209989473223686,0.7834818959236145,0.269397497177124,-0.058391232043504715,0.781653642654419,0.2221306562423706,-0.06443056464195251
A,0.6917710304260254,0.653600811958313,4.468433871807065e-07,0.6216698884963989,0.6087960004806519,-0.029493272304534912,0.5615849494934082,0.5203085541725159,-0.04378972202539444,0.5251538157463074,0.44457224011421204,-0.05634795129299164,0.4895245432853699,0.38497960567474365,-0.06793789565563202,0.6087436676025391,0.3709788918495178,-0.013630944304168224,0.5938765406608582,0.2732579708099365,-0.03467002883553505,0.5865395665168762,0.21259865164756775,-0.0553755983710289,0.5820803642272949,0.1560998558998108,-0.07180638611316681,0.65781170129776,0.352588027715683,-0.01864304207265377,0.6549075841903687,0.2321470081806183,-0.03335973992943764,0.6521176695823669,0.1547013223171234,-0.04988986253738403,0.6482072472572327,0.08837655186653137,-0.06402389705181122,0.7031590938568115,0.3639049530029297,-0.0294182151556015,0.7087424993515015,0.2537806034088135,-0.046368472278118134,0.7079576849937439,0.18293435871601105,-0.059773560613393784,0.702701985836029,0.12070199847221375,-0.07148298621177673,0.7467144131660461,0.39814987778663635,-0.04376067593693733,0.7659046053886414,0.3219262957572937,-0.059894636273384094,0.7733333706855774,0.26799964904785156,-0.06751955300569534,0.7745203971862793,0.218072772026062,-0.07424592226743698
A,0.6871106624603271,0.657502293586731,4.925894927509944e-07,0.6167829036712646,0.6161755919456482,-0.03169934079051018,0.5554122924804688,0.5261081457138062,-0.04633217304944992,0.5196270942687988,0.4497905671596527,-0.05871563032269478,0.485225647687912,0.39016270637512207,-0.07026960700750351,0.6028392314910889,0.3743879497051239,-0.018335044384002686,0.589356541633606,0.2734251022338867,-0.04055445268750191,0.5838041305541992,0.21016643941402435,-0.06158431991934776,0.5813874006271362,0.15226903557777405,-0.07813708484172821,0.6529735326766968,0.3568195402622223,-0.022794513031840324,0.6523449420928955,0.23318538069725037,-0.03862075135111809,0.6523741483688354,0.15254637598991394,-0.05544107407331467,0.6519603133201599,0.08382388949394226,-0.06962472200393677,0.698843240737915,0.36942431330680847,-0.03308631852269173,0.7064151763916016,0.256027489900589,-0.051395878195762634,0.7086194157600403,0.1826343834400177,-0.0655260682106018,0.7067704200744629,0.11751255393028259,-0.07758446782827377,0.7424756288528442,0.4052692949771881,-0.047058675438165665,0.762531042098999,0.3283601403236389,-0.06475012004375458,0.7716774940490723,0.27377909421920776,-0.07304169237613678,0.7753344774246216,0.22252720594406128,-0.08011553436517715
A,0.6845806837081909,0.6576141119003296,5.036572474637069e-07,0.6137740612030029,0.6169245839118958,-0.031978853046894073,0.5515033602714539,0.5275763273239136,-0.04695319011807442,0.5134986639022827,0.4520118236541748,-0.059773240238428116,0.4775574803352356,0.3939613103866577,-0.07182396203279495,0.5992437601089478,0.3731553852558136,-0.018518637865781784,0.5850797891616821,0.26968914270401,-0.04088205471634865,0.5786528587341309,0.20459750294685364,-0.06201723963022232,0.5756149888038635,0.1446407437324524,-0.07864051312208176,0.6491930484771729,0.35550710558891296,-0.023140816017985344,0.6488521099090576,0.23021012544631958,-0.03917761892080307,0.6487669348716736,0.14812856912612915,-0.05622801184654236,0.6486725807189941,0.07809275388717651,-0.07049147039651871,0.6951587796211243,0.36822184920310974,-0.03360502049326897,0.7034991383552551,0.2544217109680176,-0.05185157433152199,0.7057624459266663,0.17961014807224274,-0.06625521928071976,0.7040025591850281,0.1134282648563385,-0.07848867028951645,0.7386875152587891,0.404005229473114,-0.04780130833387375,0.7579517960548401,0.3265661299228668,-0.06541649252176285,0.7664566040039062,0.271750807762146,-0.07364559918642044,0.7694826126098633,0.2203540951013565,-0.08064011484384537
A,0.682976484298706,0.6586018800735474,5.149247499502962e-07,0.612307071685791,0.6181859970092773,-0.03193650767207146,0.5500916242599487,0.5295339822769165,-0.047367263585329056,0.5120403170585632,0.45343130826950073,-0.060709401965141296,0.47502216696739197,0.3948270380496979,-0.07337582856416702,0.5964711904525757,0.37587690353393555,-0.01948629505932331,0.5816729664802551,0.27174466848373413,-0.04267926141619682,0.5744430422782898,0.20622149109840393,-0.06394767761230469,0.5712182521820068,0.1459004282951355,-0.08056285977363586,0.6459582448005676,0.3584042191505432,-0.024434467777609825,0.6436583399772644,0.23176519572734833,-0.04175884649157524,0.6429444551467896,0.14817512035369873,-0.059416960924863815,0.6427487730979919,0.07718852162361145,-0.07390924543142319,0.6916629672050476,0.37104371190071106,-0.03517673909664154,0.6977192163467407,0.2566569745540619,-0.054893720895051956,0.699082612991333,0.1810501515865326,-0.06979474425315857,0.6969276070594788,0.11429798603057861,-0.0821450725197792,0.7354657649993896,0.4064386188983917,-0.049519870430231094,0.7535539865493774,0.3288458287715912,-0.06828237324953079,0.7616525292396545,0.2737036347389221,-0.0769624412059784,0.7645100355148315,0.2220851182937622,-0.08419107645750046
